Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35
0,0,73810,83333,-76190,-23810,33333,-14286,45238,-14286,-67285,12808,33333,0,28571,-7143,-38214,51163,23810,2381,45238,4762,16667,-26190,-57255,-10234,24889,-51079,1,0,-66667,-4762,26190,2381,1
1,0,43750,4167,58333,-10417,39583,0,33333,-6250,47917,0,29167,10417,54167,2083,43750,-22917,35417,-22917,33333,8333,25000,18750,39583,-18750,44012,-10064,41667,-8333,58333,-31250,33333,-6250,1
0,0,1,1,0,0,0,0,0,0,47744,-89098,-51504,45489,-95489,28571,64662,1,0,0,0,0,62030,20301,-1,-1,1,-1,1,1,0,0,0,0,1
1,0,95217,6595,93614,13030,90996,19152,84881,-49962,90023,61320,77937,34328,72254,37988,66145,40844,95472,59862,53258,44088,46773,44511,40440,44199,34374,43221,90330,1,23405,39620,18632,37191,1
0,0,59840,40332,82809,80521,76001,70709,84010,-10984,97311,7981,95824,-85727,91962,88444,95452,-5206,88673,18135,98484,-69594,86670,-85755,28604,-30063,1,17076,62958,42677,87757,81007,81979,68822,1
1,0,95882,10129,1,-1918,98313,2555,96974,-9316,98955,-2716,97980,-3096,1,-5343,1,-5179,93840,1557,97620,-9284,97889,-5318,91567,-15675,95677,-6995,90978,1307,1,-10797,93144,-6888,1
0,0,0,0,-33672,85388,0,0,68869,-1,97078,31385,-26048,-59212,-30241,65565,94155,16391,0,0,0,0,-18043,-1,0,0,1,-1,0,0,4447,61881,0,0,1
1,0,96933,876,1,843,98658,-763,97868,-2844,99820,-3510,1,-1271,1,-2581,1,-1175,98485,25,1,-2612,1,-4744,96019,-4527,99188,-3473,97020,-2478,1,-3855,98420,-4112,1
0,0,0,0,98919,-22703,18919,-5405,0,0,93243,7297,1,-20000,1,7027,1,-11351,0,0,1,-21081,1,-41622,0,0,1,-17568,0,0,1,-25946,28919,-15676,1
1,0,64122,1403,34146,-2439,52751,3466,19512,12195,43313,4755,21951,4878,29268,0,36585,0,31707,7317,26829,12195,23698,5813,21951,9756,19304,5641,17410,5504,19512,0,17073,7317,1
0,0,1,1,1,-1,0,0,0,0,1,1,1,-1,1,1,1,-1,0,0,0,0,1,-27778,0,0,1,-1,1,1,1,-1,0,0,1
1,0,34694,20408,46939,24490,40816,20408,46939,44898,30612,59184,12245,55102,0,51020,-6122,55102,-20408,55102,-28571,44898,-28571,32653,-61224,22449,-46579,14895,-59184,18367,-34694,0,-26531,-24490,1
0,0,0,0,1,-1,0,0,0,0,1,1,1,-25342,1,23288,1,-1,0,0,0,0,1,1,0,0,1,-1,0,0,1,-1,0,0,1
1,0,89706,38235,91176,37500,74265,67647,45588,77941,19118,88971,-2206,86029,-20588,82353,-37500,67647,-5,47794,-73529,38235,-86029,8824,-74265,-12500,-67925,-24131,-55147,-42647,-44118,-50735,-28676,-56618,1
0,0,-1,28105,22222,15033,-75693,-70984,-30719,71242,-1,1,-81699,33987,-79085,-2614,-98039,-83007,-60131,-54248,-4575,-83007,94118,-94118,-1,-43137,74385,9176,-1,5229,18301,2614,-40201,-48241,1
1,0,26667,-10000,53333,0,33333,-13333,36667,11667,56667,1667,71667,8333,70000,-6667,53333,20000,41667,-1667,31667,20000,70000,0,25000,13333,46214,5439,40000,3333,46667,3333,41667,-5000,1
0,0,-26667,40000,-27303,12159,-17778,-4444,6192,-6879,4461,2575,-885,2726,-1586,-166,-93,-883,470,-153,138,238,-114,102,-69,-50,19,-43,26,5,0,15,-8,2,1
1,0,1,-37838,64865,29730,64865,-24324,86486,18919,1,-27027,51351,0,62162,-5405,32432,-21622,71833,-17666,62162,5405,75676,13514,35135,-29730,61031,-22163,58478,-23027,72973,-59459,51351,-24324,1
0,0,94531,-3516,-1,-33203,-1,-1563,97266,1172,93359,-1953,-1,16406,-1,-391,95313,-3516,92188,-2734,-99219,11719,-93359,34766,95703,-391,82041,13758,90234,-6641,-1,-18750,-1,-34375,1
1,0,95202,2254,93757,-1272,93526,1214,96705,-1734,96936,520,95665,-3064,95260,-405,99480,-2659,99769,1792,93584,-4971,93815,-2370,97052,-4451,96215,-1647,97399,1908,95434,-3410,95838,809,1
0,0,1,-5529,1,-1,5,-11111,36111,-22222,1,-25712,16667,-11111,1,-34660,1,-38853,1,-42862,0,-25000,1,-50333,1,-27778,1,-57092,1,-27778,1,-63156,1,-65935,1
1,0,31034,-10345,24138,-10345,20690,-6897,7405,-5431,3649,-3689,1707,-2383,741,-1482,281,-893,78,-523,-3,-299,-28,-166,-31,-90,-25,-48,-18,-24,-12,-12,-8,-6,1
0,0,62745,-7843,72549,0,60784,-7843,62745,-11765,68627,-11765,66667,-13725,64706,-9804,54902,-11765,54902,-21569,58824,-19608,66667,-23529,45098,-25490,52409,-24668,56863,-31373,43137,-21569,47059,-27451,1
1,0,25000,16667,46667,26667,19036,23966,7766,19939,1070,14922,-2367,10188,-3685,6317,-3766,3458,-3230,1532,-2474,357,-1726,-273,-1097,-539,-621,-586,-294,-520,-89,-408,25,-291,1
0,0,-65625,15625,6250,0,0,6250,62500,6250,18750,0,-3125,9375,6250,0,15625,-15625,43750,-37500,0,-9375,0,0,3125,-46875,3125,0,-71875,3125,-3125,0,0,9375,1
1,0,1,-1081,1,-2703,1,-6486,95135,-1622,98919,-3243,98919,8649,1,-6486,95135,9189,97838,-541,1,6486,1,4324,97838,9189,98556,1251,1,-3243,1,2703,1,-7027,1
0,0,85271,5426,1,8069,1,1,91473,-775,83721,3876,1,27153,1,1,81395,4651,90698,11628,1,50670,1,-1,80620,3876,1,71613,84496,6977,1,87317,1,1,1
1,0,90374,-1604,1,8021,1,1604,93048,535,93583,-1604,1,0,1,6417,1,4813,91444,4278,96791,2139,98930,-1604,96257,5348,96974,4452,87701,1070,1,9091,97861,6417,1
0,0,-20500,28750,23000,10000,28250,31750,32250,35000,36285,-34617,9250,27500,-9500,21000,-8750,23500,-34187,31408,-48000,-8000,29908,33176,-58000,-24000,32190,-28475,-47000,18500,-27104,-31228,40445,3050,1
1,0,60000,3333,63333,6667,70000,6667,70000,0,63333,0,80000,0,73333,0,70000,10000,66667,10000,73333,-3333,76667,0,63333,13333,65932,10168,60000,13333,60000,16667,63333,16667,1
0,0,5866,-838,6704,838,0,-1117,559,-3911,1676,-7542,-559,5307,6425,-3352,0,9497,-6425,7542,-4749,2514,2793,-559,838,559,10335,-838,3073,-279,4469,0,4749,-3352,1
1,0,94653,28713,72554,67248,47564,82455,1267,89109,-24871,84475,-47644,56079,-75881,41743,-66455,7208,-65426,-19525,-52475,-44000,-30851,-55089,-4119,-64792,16085,-56420,36752,-41901,46059,-22535,50376,-5980,1
0,0,5460,1437,-2586,4598,1437,4598,-7759,862,1724,-6609,-3736,4310,-8333,-4598,-9483,8046,-4023,5172,2011,2299,-3736,-1149,3161,-862,862,1724,2586,1149,2586,1149,-4598,-575,1
1,0,72414,-1084,79704,1084,80000,197,79015,1084,78424,-985,83350,3251,85123,1675,80099,-788,79113,-2956,75961,3350,74778,5517,72611,-1478,78041,612,74089,-5025,82956,2956,79015,788,1
0,0,3852,2568,428,0,1997,-1997,2140,-4993,-4850,-1284,1427,-2282,0,-3281,-4708,-2853,-1712,3566,2140,428,5136,-2282,5136,1854,3994,1569,1997,713,-2568,-1854,-1427,1997,1
1,0,47090,22751,42328,33598,25661,47619,1852,49471,-2116,53968,-34127,31217,-41270,32540,-51587,6878,-5,-11640,-14815,-14550,-14815,-38095,-23280,265,3574,-31739,15873,-21693,24868,-24339,26720,4233,1
0,0,8696,686,13959,-4119,10526,-8238,12586,-6178,23341,-1144,12357,7780,14645,-13501,29062,-4805,18993,7323,11670,0,11213,-229,15103,-10297,8467,1373,11213,-6636,9611,-7323,11670,-6865,1
1,0,94333,38574,48263,64534,21572,77514,-55941,64899,-73675,42048,-76051,0,-62706,-31079,-38391,-62157,-12797,-69287,49909,-63620,71481,-37660,73857,-5484,60098,30384,45521,60512,2742,54479,-21572,50457,1
0,0,1975,705,4090,-846,2116,1128,1128,4372,282,141,1975,-3103,-1975,6065,-4090,2680,-2398,-423,4372,-2539,1834,0,0,-1269,1834,-1128,564,-1551,-1693,-2398,705,0,1
1,0,85736,75,81927,-5676,77521,-4182,84317,9037,86258,11949,88051,-6124,78342,3510,83719,-6796,83570,-14190,88125,1195,90515,2240,79686,-1942,82383,-3678,88125,-6423,73936,-1942,79089,-9186,1
0,0,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1
1,0,85209,39252,38887,76432,8858,98903,-42625,88744,-76229,49980,-93092,10768,-85900,-31044,-66030,-55262,-19260,-86063,28444,-80496,64649,-35230,77814,-23324,71698,21343,37830,58310,19667,66315,-11215,64933,1
0,0,1,1,1,51250,62500,-1,1,1,2500,3125,1,1,0,0,1,-1,1,1,1,1,31250,1,1,1,1,1,1,1,-94375,1,0,0,1
1,0,1,54902,62745,1,1961,1,-49020,92157,-82353,58824,-1,11765,-96078,-33333,-64706,-68627,-23529,-86275,35294,-1,74510,-72549,92157,-21569,92874,21876,72549,56863,23529,90196,-11765,90196,1
0,0,0,0,-1,-1,-1,1,0,0,-1,1,1,1,1,-1,0,0,0,0,-1,-1,-1,1,1,43750,1,-1,0,0,-1,-1,-1,1,1
1,0,44444,44444,53695,90763,-22222,1,-33333,88889,-1,33333,-1,-11111,-1,-22222,-66667,-77778,55556,-1,-22222,-77778,77778,-22222,33333,0,92120,45019,57454,84353,22222,1,-55556,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,1,0,5,50000,75000,0,91201,12094,89067,14210,86922,16228,75000,25000,75000,5,75000,0,1,-25000,5,50000,73944,26388,75000,25000,69635,29074,67493,30293,1
0,0,-1,1,1,1,0,0,1,-1,1,-1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,1,-1,1,1,-1,-1,0,0,0
1,0,1,0,1,0,66667,11111,1,-11111,88889,-11111,1,-22222,77778,0,77778,0,1,-11111,77778,-11111,66667,-11111,66667,0,90347,-5352,1,11111,88889,-11111,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,75000,0,0,0,0,-1,1,0,0,1,-1,-1,-1,1,1,0,0,0
1,0,1,45455,1,-45455,1,9091,1,-9091,1,0,1,-27273,1,-18182,1,9091,1,0,1,-36364,1,9091,1,-9091,1,-4914,1,45455,1,-27273,1,-18182,1
0,0,62121,-63636,0,0,0,0,34470,28788,42803,39394,-7576,51894,36364,31439,-53788,32955,12121,-14773,1894,-53409,-57576,17803,29167,-27273,25758,-57576,43182,24242,18182,-2273,17045,-41667,1
1,0,1,11765,1,23529,1,41176,1,5882,1,23529,1,11765,1,47059,1,-5882,1,-11765,1,35294,1,41176,1,-11765,1,20225,1,5882,1,35294,1,23529,1
0,0,0,0,-1,-62766,1,51064,7979,-23404,-1,-36170,12766,-59043,1,-1,0,0,82979,-7979,-25000,1,17021,-70745,0,0,-19149,-46809,-22340,-48936,74468,90426,-67553,45745,1
1,0,91667,29167,83333,-16667,70833,25000,87500,-8333,91667,4167,83333,12500,70833,0,87500,4167,1,8333,66667,-8333,75000,16667,83333,-12500,83796,5503,1,20833,70833,0,70833,4167,1
0,0,18590,-16667,0,0,0,0,0,0,0,0,11538,-19071,0,0,0,0,0,0,0,0,-5128,-6571,7853,8974,17308,-10897,12500,9615,2564,-4808,16827,19551,1
1,0,1,-8183,1,-11326,99246,-29802,1,-33075,96662,-34281,85788,-47265,91904,-48170,73084,-65224,68131,-63544,82450,-78316,58829,-74785,67033,-96296,48757,-85669,37941,-83893,24117,-88846,29221,-89621,1
0,0,1,1,-1,1,-1,-82456,34649,21053,46053,7018,22807,5702,35088,34649,72807,-3947,22807,53070,0,0,-29825,-16228,1,-66667,1,-1,1,-24561,35088,20175,82895,7895,1
1,0,1,24077,99815,369,80244,-30133,89919,-23486,70643,-24077,73855,-30539,71492,-36078,47194,-61189,40473,-55059,61041,-39328,53176,-32681,23966,-52142,29208,-48390,12777,-39143,15657,-51329,18353,-46603,1
0,0,-1,1,1,-1,0,0,0,0,1,-1,1,1,0,0,1,-1,0,0,0,0,1,1,-1,1,1,-1,-1,1,-1,-1,0,0,0
1,0,92247,-19448,96419,-17674,87024,-22602,81702,-27070,79271,-28909,70302,-49639,63338,-49967,37254,-70729,27070,-72109,40506,-54172,33509,-59691,14750,-63601,9312,-59589,-7162,-54928,-1840,-54074,-7457,-47898,1
0,0,-1,-1,-50694,1,1,-1,1,53819,0,0,23958,-1,1,1,0,0,1,1,1,1,0,0,-71528,1,33333,-1,1,-1,69792,-1,47569,1,1
1,0,84177,43460,5,76160,9916,93460,-37764,88186,-72363,61181,-93882,19409,-86709,-25527,-62869,-65612,-25105,-85654,16245,-86498,51477,-66878,74895,-28903,77937,7933,64135,42827,31435,62447,-422,69409,1
0,0,1,1,0,0,1,-1,-1,-1,1,1,1,-1,0,0,1,-1,1,1,0,0,1,-1,-1,-1,1,1,-1,1,-1,1,0,0,1
1,0,1,63548,1,1,77123,1,-33333,1,-1,1,0,1,-1,1,-1,0,-1,-66667,-1,-92536,-1,-33333,-33333,-1,19235,-1,1,-1,0,-1,1,-66667,1
0,0,-1,1,-1,-1,0,0,-1,1,1,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,0,0,1,-1,1,1,1,-1,1,1,0,0,0
1,0,1,6843,1,14211,1,22108,1,-12500,1,39495,1,48981,1,58986,-37500,1,1,0,1,92001,1,1,1,1,1,1,1,25000,1,1,1,1,1
0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,-1,0,0,1,1,1,-1,1,-1,0,0,0,0,0,0,0
1,0,64947,-7896,58264,-14380,-13129,-21384,29796,4403,38096,-26339,28931,-31997,3459,-18947,20269,-29441,15196,-29052,9513,-31525,6556,-26795,3004,-25124,-46,-23210,-2612,-21129,-4717,-18950,1336,-27201,1
0,0,0,0,0,0,0,0,0,0,1,-33333,16667,26042,0,0,0,0,0,0,-19792,-21875,-16667,90625,-1,5,4167,75000,-22917,-1,-12500,-27083,-19792,-93750,1
1,0,1,5149,99363,10123,96142,14756,95513,-26496,66026,54701,80426,25283,73781,27380,66775,28714,59615,29304,52494,29200,45582,28476,39023,27226,32930,25553,27381,23568,22427,21378,18086,19083,1
0,0,1,-9524,-1,-1,-1,-1,1,31746,81349,76190,-1,-1,-1,1,47364,1,1,1,68839,-1,-1,-1,82937,36508,1,1,1,50794,-1,-32540,-1,72831,1
1,0,93669,-190,60761,43204,92314,-40129,93123,16828,96197,9061,99676,8172,91586,5097,84628,-25324,87379,-14482,84871,26133,75081,-3641,84547,-2589,87293,-2302,98544,9385,78317,-10194,85841,-14725,1
0,0,1,-1,1,1,1,1,1,-5,1,1,1,1,1,1,0,0,1,1,1,1,1,-1,1,1,1,62500,1,-75000,-75000,1,1,1,1
1,0,1,23058,1,-78509,1,-10401,1,15414,1,27820,98120,-6861,1,6610,95802,-18954,83584,-15633,97400,3728,99624,9242,1,-1253,96238,-4597,91165,3885,1,-13722,96523,-11717,1
0,0,36876,-1,-1,-1,-7661,1,1,95041,74597,-38710,-1,-79313,-9677,1,48684,46502,31755,-27461,-14343,-20188,-11976,6895,3021,6639,3443,-1186,-403,-1672,-761,108,15,325,1
1,0,79847,38265,80804,-16964,1,-7653,98151,-7398,70217,20663,99745,2105,98214,2487,1,-13074,95663,7717,1,191,90306,30804,1,-14541,1,-394,75638,7908,1,-18750,1,-5740,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,1,1,1,-1,1,1,1,0,1,1,1,-1,0,0,0
1,0,1,-28428,1,-25346,94623,-35094,1,-30566,92736,-49057,90818,-44119,75723,-58899,69748,-58019,59623,-57579,68459,-70975,54465,-87327,49214,-73333,35504,-76054,26352,-78239,16604,-73145,13994,-70000,1
0,0,0,0,0,0,0,0,-85000,-1,0,0,1,-1,0,0,-1,-1,-1,-1,1,-1,-60000,-1,1,1,-1,-20000,1,-1,0,1,0,0,1
1,0,1,9091,95455,-9091,77273,0,1,0,95455,0,1,4545,90909,-4545,1,0,1,0,86364,9091,77273,9091,90909,4545,91541,2897,95455,9091,86364,-9091,86364,4545,1
0,0,0,0,-1,1,1,1,-1,-1,0,0,-1,-1,-1,-31250,-1,-1,1,-1,1,-1,0,0,1,-1,-1,-1,0,0,1,-1,0,0,0
1,0,91176,-8824,97059,17647,82353,8824,91176,-2941,97059,-17647,97059,14706,94118,2941,1,0,1,0,76471,11765,88235,2941,85294,2941,92663,2600,94118,-11765,97059,5882,91176,5882,1
0,0,-1,1,-1,15244,28354,1,-1,1,-1,-1,1,1,-1,-23476,28301,-1,1,1,-31402,-1,-1,-1,1,-1,-1,-3578,1,-1,-1,-32317,14939,1,1
1,0,47368,-10526,83781,1756,83155,2615,68421,-5263,68421,0,79856,5028,78315,5756,84211,47368,1,5263,72550,7631,70301,8141,42105,21053,65419,8968,52632,-21053,60150,9534,57418,9719,1
0,0,-641,-5,0,0,-1923,1,0,0,0,0,0,0,0,0,0,0,31410,92949,-35256,74359,-34615,-80769,0,0,-61538,-51282,0,0,0,0,0,0,1
1,0,1,45455,1,54545,81818,63636,1,-9091,1,0,81818,-45455,63636,27273,1,-63636,1,-27273,90909,-45455,1,7750,1,-9091,1,8867,1,36364,1,63636,72727,27273,1
0,0,-1,-1,1,-1,-1,1,0,0,1,-1,1,-1,0,0,0,0,0,0,-1,1,1,-1,-1,1,1,1,0,0,1,5,0,0,0
1,0,45455,9091,63636,9091,27273,18182,63636,0,36364,-9091,45455,-9091,48612,-1343,63636,-18182,45455,0,36364,-9091,27273,18182,36364,-9091,34442,-1768,27273,0,36364,0,28985,-1832,1
0,0,-1,-59677,0,0,-1,64516,-87097,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,29839,23387,1,51613,0,0,0,0,0,0,1
1,0,1,14286,1,71429,1,71429,1,-14286,85714,-14286,1,2534,1,0,42857,-14286,1,3617,1,-28571,1,0,28571,-28571,1,4891,1,5182,1,57143,1,0,1
0,0,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0
1,0,87032,46972,53945,82161,10380,95275,-38033,87916,-73939,58226,-92099,16731,-82417,-24942,-59383,-63342,-24012,-82881,18823,-78699,51557,-57430,69274,-24843,69097,10484,52798,39762,25974,56573,-6739,57552,1
0,0,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0
1,0,92657,4174,89266,15766,86098,19791,83675,36526,80619,40198,76221,40552,66586,48360,60101,51752,53392,52180,48435,54212,42546,55684,33340,55274,26978,54214,22307,53448,14312,49124,11573,46571,1
0,0,1,1,1,-1,1,-1,1,1,0,0,1,-1,0,0,0,0,0,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,0,0,0
1,0,93537,13645,93716,25359,85705,38779,79039,47127,72352,59942,65260,75000,50830,73586,41629,82742,25539,85952,13712,85615,494,88869,-7361,79780,-20995,78004,-33169,71454,-38532,64363,-47419,55835,1
0,0,1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,-1,1,-1,1,0
1,0,80627,13069,73061,24323,64615,19038,36923,45577,44793,46439,25000,57308,25192,37115,15215,51877,-9808,57500,-3462,42885,-8856,44424,-14943,40006,-19940,34976,-23832,29541,-26634,23896,-23846,31154,1
0,0,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,0
1,0,97467,13082,94120,20036,88783,32248,89009,32711,85550,45217,72298,52284,69946,58820,58548,66893,48869,70398,44245,68159,35289,75622,26832,76210,16813,78541,7497,80439,-2962,77702,-10289,74242,1
0,0,0,0,1,1,0,0,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0
1,0,92308,15451,86399,29757,72582,36790,70588,56830,57449,62719,43270,74676,31705,67697,19128,76818,4686,76171,-12064,76969,-18479,71327,-29291,65708,-38798,58553,-46799,50131,-53146,40732,-56231,35095,1
0,0,0,0,1,1,1,1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1,1,0,0,1,1,0,0,-1,1,0,0,0
1,0,88804,38138,65926,69431,29148,87892,-6726,90135,-39597,80441,-64574,56502,-82960,26906,-78940,-8205,-62780,-30942,-46637,-55605,-16449,-64338,9562,-61055,30406,-48392,43227,-29838,47029,-9461,42152,12556,1
0,0,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,0
1,0,73523,-38293,80151,10278,78826,15266,55580,5252,1,21225,71947,28954,68798,32925,49672,17287,64333,-2845,57399,42528,53120,44872,94530,57549,44174,48200,12473,1,35070,49721,30588,49831,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,94649,892,97287,-260,98922,372,95801,1598,94054,3530,97213,4719,98625,1858,94277,7135,98551,-706,97770,4980,96358,7098,93274,8101,95243,4356,97473,818,97845,7061,1,-260,1
0,0,1,1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,1,1,1,0,0,1,-1,0,0,-1,-1,-1,-1,0
1,0,50466,-16900,71442,1513,71063,2258,68065,1282,34615,5594,69050,4393,68101,5058,67023,5692,63403,-4662,64503,6856,63077,7381,84033,18065,59935,8304,38228,6760,56466,9046,54632,9346,1
0,0,68729,1,91973,-76087,81773,4348,76087,10702,86789,73746,70067,18227,75920,13712,93478,-25084,70736,18729,64883,24582,60201,77425,1,-53846,89262,22216,71070,53846,1,-6522,56522,23913,1
1,0,76296,-7778,1,-29630,1,-85741,80000,6111,45556,-42778,1,-12581,1,-83519,49259,1852,82222,-5926,98215,-19938,1,22037,69630,-26481,92148,-24549,78889,2037,87492,-27105,1,-57037,1
0,0,38521,15564,41245,7393,26459,24125,23346,13230,19455,25292,24514,36965,8949,22957,-3891,36965,5058,24903,24903,9728,7782,29961,-2494,28482,-6024,26256,-14786,14786,-9339,31128,-19066,28794,1
1,0,57540,-3175,75198,-5357,61508,-1190,53968,3373,61706,9921,59127,-2381,62698,1190,70833,2579,60317,1587,47817,-2778,59127,3770,5,3968,61291,-1237,61706,-13492,68849,-1389,62500,-3175,1
0,0,6404,-15271,-4433,5911,8374,-2463,-1478,18719,6404,0,12315,-9852,5911,0,1970,-2956,-12808,-20690,6897,1478,6897,2956,7882,16256,28079,-4926,-5911,-9360,4433,5419,7389,-10837,1
1,0,61857,10850,70694,-6935,70358,1678,74273,224,71029,15772,71588,-224,79754,6600,83669,-16555,68680,-9060,62528,-1342,60962,11745,71253,-9508,69845,-1673,63311,4810,78859,-5145,65213,-4698,1
0,0,25316,35949,0,0,-29620,-1,0,0,7595,-7342,0,0,0,0,0,0,0,0,759,68101,-20000,33671,-10380,35696,5570,-1,0,0,6329,-1,0,0,1
1,0,88103,-857,89818,-2465,94105,-1822,89175,-12755,82208,-10932,88853,1179,90782,-13719,87138,-6109,90782,-2358,87996,-14577,82851,-12433,90139,-19507,88245,-14903,84352,-12862,88424,-18542,91747,-16827,1
0,0,42708,-5,0,0,0,0,46458,51042,58958,2083,0,0,0,0,16458,-45417,59167,-18333,0,0,0,0,98750,-40833,-1,-1,-27917,-75625,0,0,0,0,1
1,0,88853,1631,92007,1305,92442,1359,89179,-10223,90103,-8428,93040,-1033,93094,-8918,86025,-5057,89451,-4024,88418,-12126,88907,-11909,82980,-14138,86453,-11808,85536,-13051,83524,-12452,86786,-12235,1
0,0,0,0,1,12889,88444,-2000,0,0,1,-42444,1,19556,1,-5333,1,-81556,0,0,1,-4000,1,-18667,0,0,1,-1,0,0,1,11778,90667,-9556,1
1,0,81143,3714,85143,-143,79000,714,79571,-4286,87571,0,85571,-6714,86429,286,82857,-5429,81000,-11857,76857,-8429,84286,-5000,77000,-6857,81598,-8669,82571,-10429,81429,-5000,82143,-15143,1
0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,55172,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,49870,1818,43117,-9610,50649,-4156,50130,9610,44675,5974,55844,-11948,51688,-3636,52727,-5974,55325,-1039,48571,-3377,49091,-1039,59221,0,53215,-3280,43117,3377,54545,-5455,58961,-8571,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0
